"Country","Year","Pathogen","Antibiotic","Total","Resistant","Data","Region"
"Venezuela",2020,"Escherichia coli","Minocycline",0,0,"ATLAS",NA
"Venezuela",2020,"Escherichia coli","Benzylpenicillin",0,0,"ATLAS",NA
"Venezuela",2020,"Escherichia coli","Tigecycline",68,3,"ATLAS",NA
"Venezuela",2020,"Escherichia coli","Ciprofloxacin",68,44,"ATLAS",NA
"Venezuela",2020,"Escherichia coli","Colistin",68,0,"ATLAS",NA
"Venezuela",2020,"Escherichia coli","Doripenem",0,0,"ATLAS",NA
"Venezuela",2020,"Escherichia coli","Gentamicin",68,18,"ATLAS",NA
"Venezuela",2020,"Escherichia coli","Oxacillin",0,0,"ATLAS",NA
"Venezuela",2020,"Escherichia coli","Trimethoprim/sulfamethoxazole",68,47,"ATLAS",NA
"Venezuela",2020,"Klebsiella pneumoniae","Amikacin",69,13,"ATLAS",NA
"Venezuela",2020,"Klebsiella pneumoniae","Ampicillin",69,19,"ATLAS",NA
"Venezuela",2020,"Klebsiella pneumoniae","Azithromycin",0,0,"ATLAS",NA
"Venezuela",2020,"Klebsiella pneumoniae","Cefepime",69,20,"ATLAS",NA
"Venezuela",2020,"Klebsiella pneumoniae","Ceftazidime",69,26,"ATLAS",NA
"Venezuela",2020,"Klebsiella pneumoniae","Ceftriaxone",0,0,"ATLAS",NA
"Venezuela",2020,"Klebsiella pneumoniae","Imipenem",69,11,"ATLAS",NA
"Venezuela",2020,"Klebsiella pneumoniae","Levofloxacin",69,30,"ATLAS",NA
"Venezuela",2020,"Klebsiella pneumoniae","Meropenem",69,9,"ATLAS",NA
"Venezuela",2020,"Klebsiella pneumoniae","Minocycline",0,0,"ATLAS",NA
"Venezuela",2020,"Klebsiella pneumoniae","Benzylpenicillin",0,0,"ATLAS",NA
"Venezuela",2020,"Klebsiella pneumoniae","Tigecycline",69,13,"ATLAS",NA
"Venezuela",2020,"Klebsiella pneumoniae","Ciprofloxacin",69,32,"ATLAS",NA
"Venezuela",2020,"Klebsiella pneumoniae","Colistin",69,0,"ATLAS",NA
"Venezuela",2020,"Klebsiella pneumoniae","Doripenem",0,0,"ATLAS",NA
"Venezuela",2020,"Klebsiella pneumoniae","Gentamicin",69,20,"ATLAS",NA
"Venezuela",2020,"Klebsiella pneumoniae","Oxacillin",0,0,"ATLAS",NA
"Venezuela",2020,"Klebsiella pneumoniae","Trimethoprim/sulfamethoxazole",69,30,"ATLAS",NA
"Venezuela",2020,"Staphylococcus aureus","Amikacin",0,0,"ATLAS",NA
"Venezuela",2020,"Staphylococcus aureus","Ampicillin",0,0,"ATLAS",NA
"Venezuela",2020,"Staphylococcus aureus","Azithromycin",0,0,"ATLAS",NA
"Venezuela",2020,"Staphylococcus aureus","Cefepime",0,0,"ATLAS",NA
"Venezuela",2020,"Staphylococcus aureus","Ceftazidime",0,0,"ATLAS",NA
"Venezuela",2020,"Staphylococcus aureus","Ceftriaxone",0,0,"ATLAS",NA
"Venezuela",2020,"Staphylococcus aureus","Imipenem",0,0,"ATLAS",NA
"Venezuela",2020,"Staphylococcus aureus","Levofloxacin",86,9,"ATLAS",NA
"Venezuela",2020,"Staphylococcus aureus","Meropenem",0,0,"ATLAS",NA
"Venezuela",2020,"Staphylococcus aureus","Minocycline",0,0,"ATLAS",NA
"Venezuela",2020,"Staphylococcus aureus","Benzylpenicillin",0,0,"ATLAS",NA
"Venezuela",2020,"Staphylococcus aureus","Tigecycline",86,0,"ATLAS",NA
"Venezuela",2020,"Staphylococcus aureus","Ciprofloxacin",0,0,"ATLAS",NA
"Venezuela",2020,"Staphylococcus aureus","Colistin",0,0,"ATLAS",NA
"Venezuela",2020,"Staphylococcus aureus","Doripenem",0,0,"ATLAS",NA
"Venezuela",2020,"Staphylococcus aureus","Gentamicin",86,11,"ATLAS",NA
"Venezuela",2020,"Staphylococcus aureus","Oxacillin",86,46,"ATLAS",NA
"Venezuela",2020,"Staphylococcus aureus","Trimethoprim/sulfamethoxazole",86,0,"ATLAS",NA
"Argentina",2018,"Escherichia coli","Ceftazidime",16,1,"GEARS","Region of the Americas"
"Argentina",2018,"Escherichia coli","Cefepime",16,3,"GEARS","Region of the Americas"
"Argentina",2018,"Escherichia coli","Gentamicin",16,2,"GEARS","Region of the Americas"
"Argentina",2018,"Escherichia coli","Levofloxacin",16,6,"GEARS","Region of the Americas"
"Argentina",2018,"Escherichia coli","Meropenem",16,0,"GEARS","Region of the Americas"
"Argentina",2018,"Klebsiella pneumoniae","Ceftazidime",19,14,"GEARS","Region of the Americas"
"Argentina",2018,"Klebsiella pneumoniae","Cefepime",19,14,"GEARS","Region of the Americas"
"Argentina",2018,"Klebsiella pneumoniae","Gentamicin",19,11,"GEARS","Region of the Americas"
"Argentina",2018,"Klebsiella pneumoniae","Levofloxacin",19,12,"GEARS","Region of the Americas"
"Argentina",2018,"Klebsiella pneumoniae","Meropenem",19,8,"GEARS","Region of the Americas"
"Argentina",2019,"Escherichia coli","Ceftazidime",8,1,"GEARS","Region of the Americas"
"Argentina",2019,"Escherichia coli","Cefepime",8,2,"GEARS","Region of the Americas"
"Argentina",2019,"Escherichia coli","Gentamicin",8,2,"GEARS","Region of the Americas"
"Argentina",2019,"Escherichia coli","Levofloxacin",8,3,"GEARS","Region of the Americas"
"Argentina",2019,"Escherichia coli","Meropenem",8,0,"GEARS","Region of the Americas"
"Argentina",2019,"Klebsiella pneumoniae","Ceftazidime",10,6,"GEARS","Region of the Americas"
"Argentina",2019,"Klebsiella pneumoniae","Cefepime",10,6,"GEARS","Region of the Americas"
"Argentina",2019,"Klebsiella pneumoniae","Gentamicin",10,6,"GEARS","Region of the Americas"
"Argentina",2019,"Klebsiella pneumoniae","Levofloxacin",10,6,"GEARS","Region of the Americas"
"Argentina",2019,"Klebsiella pneumoniae","Meropenem",10,3,"GEARS","Region of the Americas"
"Argentina",2020,"Escherichia coli","Ceftazidime",12,2,"GEARS","Region of the Americas"
"Argentina",2020,"Escherichia coli","Cefepime",12,2,"GEARS","Region of the Americas"
"Argentina",2020,"Escherichia coli","Gentamicin",12,2,"GEARS","Region of the Americas"
"Argentina",2020,"Escherichia coli","Levofloxacin",12,4,"GEARS","Region of the Americas"
"Argentina",2020,"Escherichia coli","Meropenem",12,0,"GEARS","Region of the Americas"
"Argentina",2020,"Klebsiella pneumoniae","Ceftazidime",12,10,"GEARS","Region of the Americas"
"Argentina",2020,"Klebsiella pneumoniae","Cefepime",12,8,"GEARS","Region of the Americas"
"Argentina",2020,"Klebsiella pneumoniae","Gentamicin",12,6,"GEARS","Region of the Americas"
"Argentina",2020,"Klebsiella pneumoniae","Levofloxacin",12,9,"GEARS","Region of the Americas"
"Argentina",2020,"Klebsiella pneumoniae","Meropenem",12,6,"GEARS","Region of the Americas"
"Australia",2018,"Escherichia coli","Ceftazidime",20,2,"GEARS","Western Pacific Region"
"Australia",2018,"Escherichia coli","Cefepime",20,2,"GEARS","Western Pacific Region"
"Australia",2018,"Escherichia coli","Gentamicin",20,0,"GEARS","Western Pacific Region"
"Australia",2018,"Escherichia coli","Levofloxacin",20,2,"GEARS","Western Pacific Region"
"Australia",2018,"Escherichia coli","Meropenem",20,0,"GEARS","Western Pacific Region"
"Australia",2018,"Klebsiella pneumoniae","Ceftazidime",12,1,"GEARS","Western Pacific Region"
"Australia",2018,"Klebsiella pneumoniae","Cefepime",12,1,"GEARS","Western Pacific Region"
"Australia",2018,"Klebsiella pneumoniae","Gentamicin",12,0,"GEARS","Western Pacific Region"
"Australia",2018,"Klebsiella pneumoniae","Levofloxacin",12,1,"GEARS","Western Pacific Region"
"Australia",2018,"Klebsiella pneumoniae","Meropenem",12,0,"GEARS","Western Pacific Region"
"Australia",2019,"Escherichia coli","Ceftazidime",32,1,"GEARS","Western Pacific Region"
"Australia",2019,"Escherichia coli","Cefepime",32,1,"GEARS","Western Pacific Region"
"Australia",2019,"Escherichia coli","Gentamicin",32,2,"GEARS","Western Pacific Region"
"Australia",2019,"Escherichia coli","Levofloxacin",32,1,"GEARS","Western Pacific Region"
"Australia",2019,"Escherichia coli","Meropenem",32,0,"GEARS","Western Pacific Region"
"Australia",2019,"Klebsiella pneumoniae","Ceftazidime",25,0,"GEARS","Western Pacific Region"
"Australia",2019,"Klebsiella pneumoniae","Cefepime",25,0,"GEARS","Western Pacific Region"
"Australia",2019,"Klebsiella pneumoniae","Gentamicin",25,0,"GEARS","Western Pacific Region"
"Australia",2019,"Klebsiella pneumoniae","Levofloxacin",25,0,"GEARS","Western Pacific Region"
"Australia",2019,"Klebsiella pneumoniae","Meropenem",25,0,"GEARS","Western Pacific Region"
"Australia",2020,"Escherichia coli","Ceftazidime",20,4,"GEARS","Western Pacific Region"
"Australia",2020,"Escherichia coli","Cefepime",20,1,"GEARS","Western Pacific Region"
"Australia",2020,"Escherichia coli","Gentamicin",20,1,"GEARS","Western Pacific Region"
"Australia",2020,"Escherichia coli","Levofloxacin",20,8,"GEARS","Western Pacific Region"
"Australia",2020,"Escherichia coli","Meropenem",20,0,"GEARS","Western Pacific Region"
"Australia",2020,"Klebsiella pneumoniae","Ceftazidime",16,2,"GEARS","Western Pacific Region"
"Australia",2020,"Klebsiella pneumoniae","Cefepime",16,3,"GEARS","Western Pacific Region"
"Australia",2020,"Klebsiella pneumoniae","Gentamicin",16,3,"GEARS","Western Pacific Region"
"Australia",2020,"Klebsiella pneumoniae","Levofloxacin",16,1,"GEARS","Western Pacific Region"
"Australia",2020,"Klebsiella pneumoniae","Meropenem",16,0,"GEARS","Western Pacific Region"
"Belgium",2018,"Escherichia coli","Ceftazidime",53,2,"GEARS",NA
"Belgium",2018,"Escherichia coli","Cefepime",53,2,"GEARS",NA
"Belgium",2018,"Escherichia coli","Gentamicin",53,2,"GEARS",NA
"Belgium",2018,"Escherichia coli","Levofloxacin",53,12,"GEARS",NA
"Belgium",2018,"Escherichia coli","Meropenem",53,0,"GEARS",NA
"Belgium",2018,"Klebsiella pneumoniae","Ceftazidime",40,10,"GEARS",NA
"Belgium",2018,"Klebsiella pneumoniae","Cefepime",40,8,"GEARS",NA
"Belgium",2018,"Klebsiella pneumoniae","Gentamicin",40,6,"GEARS",NA
"Belgium",2018,"Klebsiella pneumoniae","Levofloxacin",40,6,"GEARS",NA
"Belgium",2018,"Klebsiella pneumoniae","Meropenem",40,1,"GEARS",NA
"Belgium",2019,"Escherichia coli","Ceftazidime",28,2,"GEARS",NA
"Belgium",2019,"Escherichia coli","Cefepime",28,3,"GEARS",NA
"Belgium",2019,"Escherichia coli","Gentamicin",28,3,"GEARS",NA
"Belgium",2019,"Escherichia coli","Levofloxacin",28,4,"GEARS",NA
"Belgium",2019,"Escherichia coli","Meropenem",28,0,"GEARS",NA
"Belgium",2019,"Klebsiella pneumoniae","Ceftazidime",32,5,"GEARS",NA
"Belgium",2019,"Klebsiella pneumoniae","Cefepime",32,5,"GEARS",NA
"Belgium",2019,"Klebsiella pneumoniae","Gentamicin",32,3,"GEARS",NA
"Belgium",2019,"Klebsiella pneumoniae","Levofloxacin",32,6,"GEARS",NA
"Belgium",2019,"Klebsiella pneumoniae","Meropenem",32,0,"GEARS",NA
"Belgium",2020,"Escherichia coli","Ceftazidime",23,2,"GEARS",NA
"Belgium",2020,"Escherichia coli","Cefepime",23,3,"GEARS",NA
"Belgium",2020,"Escherichia coli","Gentamicin",23,4,"GEARS",NA
"Belgium",2020,"Escherichia coli","Levofloxacin",23,6,"GEARS",NA
"Belgium",2020,"Escherichia coli","Meropenem",23,0,"GEARS",NA
"Belgium",2020,"Klebsiella pneumoniae","Ceftazidime",31,8,"GEARS",NA
"Belgium",2020,"Klebsiella pneumoniae","Cefepime",31,5,"GEARS",NA
"Belgium",2020,"Klebsiella pneumoniae","Gentamicin",31,1,"GEARS",NA
"Belgium",2020,"Klebsiella pneumoniae","Levofloxacin",31,6,"GEARS",NA
"Belgium",2020,"Klebsiella pneumoniae","Meropenem",31,0,"GEARS",NA
"Brazil",2018,"Escherichia coli","Ceftazidime",10,0,"GEARS","Region of the Americas"
"Brazil",2018,"Escherichia coli","Cefepime",10,0,"GEARS","Region of the Americas"
"Brazil",2018,"Escherichia coli","Gentamicin",10,0,"GEARS","Region of the Americas"
"Brazil",2018,"Escherichia coli","Levofloxacin",10,4,"GEARS","Region of the Americas"
"Brazil",2018,"Escherichia coli","Meropenem",10,0,"GEARS","Region of the Americas"
"Brazil",2018,"Klebsiella pneumoniae","Ceftazidime",26,8,"GEARS","Region of the Americas"
"Brazil",2018,"Klebsiella pneumoniae","Cefepime",26,10,"GEARS","Region of the Americas"
"Brazil",2018,"Klebsiella pneumoniae","Gentamicin",26,8,"GEARS","Region of the Americas"
"Brazil",2018,"Klebsiella pneumoniae","Levofloxacin",26,13,"GEARS","Region of the Americas"
"Brazil",2018,"Klebsiella pneumoniae","Meropenem",26,3,"GEARS","Region of the Americas"
"Brazil",2019,"Escherichia coli","Ceftazidime",12,1,"GEARS","Region of the Americas"
"Brazil",2019,"Escherichia coli","Cefepime",12,2,"GEARS","Region of the Americas"
"Brazil",2019,"Escherichia coli","Gentamicin",12,3,"GEARS","Region of the Americas"
"Brazil",2019,"Escherichia coli","Levofloxacin",12,3,"GEARS","Region of the Americas"
"Brazil",2019,"Escherichia coli","Meropenem",12,0,"GEARS","Region of the Americas"
"Brazil",2019,"Klebsiella pneumoniae","Ceftazidime",8,4,"GEARS","Region of the Americas"
"Brazil",2019,"Klebsiella pneumoniae","Cefepime",8,4,"GEARS","Region of the Americas"
"Brazil",2019,"Klebsiella pneumoniae","Gentamicin",8,4,"GEARS","Region of the Americas"
"Brazil",2019,"Klebsiella pneumoniae","Levofloxacin",8,3,"GEARS","Region of the Americas"
"Brazil",2019,"Klebsiella pneumoniae","Meropenem",8,3,"GEARS","Region of the Americas"
"Brazil",2020,"Escherichia coli","Ceftazidime",6,0,"GEARS","Region of the Americas"
"Brazil",2020,"Escherichia coli","Cefepime",6,0,"GEARS","Region of the Americas"
"Brazil",2020,"Escherichia coli","Gentamicin",6,2,"GEARS","Region of the Americas"
"Brazil",2020,"Escherichia coli","Levofloxacin",6,0,"GEARS","Region of the Americas"
"Brazil",2020,"Escherichia coli","Meropenem",6,0,"GEARS","Region of the Americas"
"Brazil",2020,"Klebsiella pneumoniae","Ceftazidime",10,9,"GEARS","Region of the Americas"
"Brazil",2020,"Klebsiella pneumoniae","Cefepime",10,7,"GEARS","Region of the Americas"
"Brazil",2020,"Klebsiella pneumoniae","Gentamicin",10,6,"GEARS","Region of the Americas"
"Brazil",2020,"Klebsiella pneumoniae","Levofloxacin",10,7,"GEARS","Region of the Americas"
"Brazil",2020,"Klebsiella pneumoniae","Meropenem",10,6,"GEARS","Region of the Americas"
"Canada",2018,"Escherichia coli","Ceftazidime",95,15,"GEARS",NA
"Canada",2018,"Escherichia coli","Cefepime",95,14,"GEARS",NA
"Canada",2018,"Escherichia coli","Gentamicin",95,13,"GEARS",NA
"Canada",2018,"Escherichia coli","Levofloxacin",95,32,"GEARS",NA
"Canada",2018,"Escherichia coli","Meropenem",95,0,"GEARS",NA
"Canada",2018,"Klebsiella pneumoniae","Ceftazidime",65,9,"GEARS",NA
"Canada",2018,"Klebsiella pneumoniae","Cefepime",65,6,"GEARS",NA
"Canada",2018,"Klebsiella pneumoniae","Gentamicin",65,5,"GEARS",NA
"Canada",2018,"Klebsiella pneumoniae","Levofloxacin",65,6,"GEARS",NA
"Canada",2018,"Klebsiella pneumoniae","Meropenem",65,1,"GEARS",NA
"Canada",2019,"Escherichia coli","Ceftazidime",74,7,"GEARS",NA
"Canada",2019,"Escherichia coli","Cefepime",74,3,"GEARS",NA
"Canada",2019,"Escherichia coli","Gentamicin",74,6,"GEARS",NA
"Canada",2019,"Escherichia coli","Levofloxacin",74,26,"GEARS",NA
"Canada",2019,"Escherichia coli","Meropenem",74,0,"GEARS",NA
"Canada",2019,"Klebsiella pneumoniae","Ceftazidime",54,5,"GEARS",NA
"Canada",2019,"Klebsiella pneumoniae","Cefepime",54,5,"GEARS",NA
"Canada",2019,"Klebsiella pneumoniae","Gentamicin",54,4,"GEARS",NA
"Canada",2019,"Klebsiella pneumoniae","Levofloxacin",54,8,"GEARS",NA
"Canada",2019,"Klebsiella pneumoniae","Meropenem",54,1,"GEARS",NA
"Canada",2020,"Escherichia coli","Ceftazidime",69,8,"GEARS",NA
"Canada",2020,"Escherichia coli","Cefepime",69,6,"GEARS",NA
"Canada",2020,"Escherichia coli","Gentamicin",69,7,"GEARS",NA
"Canada",2020,"Escherichia coli","Levofloxacin",69,17,"GEARS",NA
"Canada",2020,"Escherichia coli","Meropenem",69,0,"GEARS",NA
"Canada",2020,"Klebsiella pneumoniae","Ceftazidime",47,4,"GEARS",NA
"Canada",2020,"Klebsiella pneumoniae","Cefepime",47,4,"GEARS",NA
"Canada",2020,"Klebsiella pneumoniae","Gentamicin",47,0,"GEARS",NA
"Canada",2020,"Klebsiella pneumoniae","Levofloxacin",47,4,"GEARS",NA
"Canada",2020,"Klebsiella pneumoniae","Meropenem",47,2,"GEARS",NA
"Chile",2018,"Escherichia coli","Ceftazidime",13,1,"GEARS",NA
"Chile",2018,"Escherichia coli","Cefepime",13,1,"GEARS",NA
"Chile",2018,"Escherichia coli","Gentamicin",13,3,"GEARS",NA
"Chile",2018,"Escherichia coli","Levofloxacin",13,4,"GEARS",NA
"Chile",2018,"Escherichia coli","Meropenem",13,0,"GEARS",NA
"Chile",2018,"Klebsiella pneumoniae","Ceftazidime",12,9,"GEARS",NA
"Chile",2018,"Klebsiella pneumoniae","Cefepime",12,9,"GEARS",NA
"Chile",2018,"Klebsiella pneumoniae","Gentamicin",12,7,"GEARS",NA
"Chile",2018,"Klebsiella pneumoniae","Levofloxacin",12,7,"GEARS",NA
"Chile",2018,"Klebsiella pneumoniae","Meropenem",12,0,"GEARS",NA
"Chile",2019,"Escherichia coli","Ceftazidime",18,3,"GEARS",NA
"Chile",2019,"Escherichia coli","Cefepime",18,3,"GEARS",NA
"Chile",2019,"Escherichia coli","Gentamicin",18,2,"GEARS",NA
"Chile",2019,"Escherichia coli","Levofloxacin",18,5,"GEARS",NA
"Chile",2019,"Escherichia coli","Meropenem",18,0,"GEARS",NA
"Chile",2019,"Klebsiella pneumoniae","Ceftazidime",16,7,"GEARS",NA
"Chile",2019,"Klebsiella pneumoniae","Cefepime",16,7,"GEARS",NA
"Chile",2019,"Klebsiella pneumoniae","Gentamicin",16,5,"GEARS",NA
"Chile",2019,"Klebsiella pneumoniae","Levofloxacin",16,8,"GEARS",NA
"Chile",2019,"Klebsiella pneumoniae","Meropenem",16,0,"GEARS",NA
"Chile",2020,"Escherichia coli","Ceftazidime",13,6,"GEARS",NA
"Chile",2020,"Escherichia coli","Cefepime",13,3,"GEARS",NA
"Chile",2020,"Escherichia coli","Gentamicin",13,3,"GEARS",NA
"Chile",2020,"Escherichia coli","Levofloxacin",13,4,"GEARS",NA
"Chile",2020,"Escherichia coli","Meropenem",13,0,"GEARS",NA
"Chile",2020,"Klebsiella pneumoniae","Ceftazidime",13,13,"GEARS",NA
"Chile",2020,"Klebsiella pneumoniae","Cefepime",13,13,"GEARS",NA
"Chile",2020,"Klebsiella pneumoniae","Gentamicin",13,8,"GEARS",NA
"Chile",2020,"Klebsiella pneumoniae","Levofloxacin",13,9,"GEARS",NA
"Chile",2020,"Klebsiella pneumoniae","Meropenem",13,2,"GEARS",NA
"Colombia",2018,"Escherichia coli","Ceftazidime",9,2,"GEARS",NA
"Colombia",2018,"Escherichia coli","Cefepime",9,1,"GEARS",NA
"Colombia",2018,"Escherichia coli","Gentamicin",9,1,"GEARS",NA
"Colombia",2018,"Escherichia coli","Levofloxacin",9,6,"GEARS",NA
"Colombia",2018,"Escherichia coli","Meropenem",9,0,"GEARS",NA
"Colombia",2018,"Klebsiella pneumoniae","Ceftazidime",21,6,"GEARS",NA
"Colombia",2018,"Klebsiella pneumoniae","Cefepime",21,4,"GEARS",NA
"Colombia",2018,"Klebsiella pneumoniae","Gentamicin",21,5,"GEARS",NA
"Colombia",2018,"Klebsiella pneumoniae","Levofloxacin",21,7,"GEARS",NA
"Colombia",2018,"Klebsiella pneumoniae","Meropenem",21,3,"GEARS",NA
"Colombia",2019,"Escherichia coli","Ceftazidime",47,9,"GEARS",NA
"Colombia",2019,"Escherichia coli","Cefepime",47,7,"GEARS",NA
"Colombia",2019,"Escherichia coli","Gentamicin",47,10,"GEARS",NA
"Colombia",2019,"Escherichia coli","Levofloxacin",47,19,"GEARS",NA
"Colombia",2019,"Escherichia coli","Meropenem",47,1,"GEARS",NA
"Colombia",2019,"Klebsiella pneumoniae","Ceftazidime",71,29,"GEARS",NA
"Colombia",2019,"Klebsiella pneumoniae","Cefepime",71,24,"GEARS",NA
"Colombia",2019,"Klebsiella pneumoniae","Gentamicin",71,18,"GEARS",NA
"Colombia",2019,"Klebsiella pneumoniae","Levofloxacin",71,25,"GEARS",NA
"Colombia",2019,"Klebsiella pneumoniae","Meropenem",71,15,"GEARS",NA
"Colombia",2020,"Escherichia coli","Ceftazidime",23,4,"GEARS",NA
"Colombia",2020,"Escherichia coli","Cefepime",23,5,"GEARS",NA
"Colombia",2020,"Escherichia coli","Gentamicin",23,6,"GEARS",NA
"Colombia",2020,"Escherichia coli","Levofloxacin",23,8,"GEARS",NA
"Colombia",2020,"Escherichia coli","Meropenem",23,1,"GEARS",NA
"Colombia",2020,"Klebsiella pneumoniae","Ceftazidime",33,12,"GEARS",NA
"Colombia",2020,"Klebsiella pneumoniae","Cefepime",33,10,"GEARS",NA
"Colombia",2020,"Klebsiella pneumoniae","Gentamicin",33,7,"GEARS",NA
"Colombia",2020,"Klebsiella pneumoniae","Levofloxacin",33,8,"GEARS",NA
"Colombia",2020,"Klebsiella pneumoniae","Meropenem",33,10,"GEARS",NA
"Costa Rica",2018,"Klebsiella pneumoniae","Ceftazidime",1,0,"GEARS",NA
"Costa Rica",2018,"Klebsiella pneumoniae","Cefepime",1,0,"GEARS",NA
"Costa Rica",2018,"Klebsiella pneumoniae","Gentamicin",1,0,"GEARS",NA
"Costa Rica",2018,"Klebsiella pneumoniae","Levofloxacin",1,0,"GEARS",NA
"Costa Rica",2018,"Klebsiella pneumoniae","Meropenem",1,0,"GEARS",NA
"Costa Rica",2019,"Escherichia coli","Ceftazidime",2,1,"GEARS",NA
"Costa Rica",2019,"Escherichia coli","Cefepime",2,2,"GEARS",NA
"Costa Rica",2019,"Escherichia coli","Gentamicin",2,1,"GEARS",NA
"Costa Rica",2019,"Escherichia coli","Levofloxacin",2,1,"GEARS",NA
"Costa Rica",2019,"Escherichia coli","Meropenem",2,0,"GEARS",NA
"Costa Rica",2019,"Klebsiella pneumoniae","Ceftazidime",4,0,"GEARS",NA
"Costa Rica",2019,"Klebsiella pneumoniae","Cefepime",4,0,"GEARS",NA
"Costa Rica",2019,"Klebsiella pneumoniae","Gentamicin",4,1,"GEARS",NA
"Costa Rica",2019,"Klebsiella pneumoniae","Levofloxacin",4,0,"GEARS",NA
"Costa Rica",2019,"Klebsiella pneumoniae","Meropenem",4,0,"GEARS",NA
"Costa Rica",2020,"Escherichia coli","Ceftazidime",8,0,"GEARS",NA
"Costa Rica",2020,"Escherichia coli","Cefepime",8,1,"GEARS",NA
"Costa Rica",2020,"Escherichia coli","Gentamicin",8,1,"GEARS",NA
"Costa Rica",2020,"Escherichia coli","Levofloxacin",8,1,"GEARS",NA
"Costa Rica",2020,"Escherichia coli","Meropenem",8,0,"GEARS",NA
"Costa Rica",2020,"Klebsiella pneumoniae","Ceftazidime",5,2,"GEARS",NA
"Costa Rica",2020,"Klebsiella pneumoniae","Cefepime",5,1,"GEARS",NA
"Costa Rica",2020,"Klebsiella pneumoniae","Gentamicin",5,2,"GEARS",NA
"Costa Rica",2020,"Klebsiella pneumoniae","Levofloxacin",5,2,"GEARS",NA
"Costa Rica",2020,"Klebsiella pneumoniae","Meropenem",5,1,"GEARS",NA
"Croatia",2018,"Escherichia coli","Ceftazidime",8,1,"GEARS","European Region"
"Croatia",2018,"Escherichia coli","Cefepime",8,1,"GEARS","European Region"
"Croatia",2018,"Escherichia coli","Gentamicin",8,1,"GEARS","European Region"
"Croatia",2018,"Escherichia coli","Levofloxacin",8,3,"GEARS","European Region"
"Croatia",2018,"Escherichia coli","Meropenem",8,0,"GEARS","European Region"
"Croatia",2018,"Klebsiella pneumoniae","Ceftazidime",6,3,"GEARS","European Region"
"Croatia",2018,"Klebsiella pneumoniae","Cefepime",6,3,"GEARS","European Region"
"Croatia",2018,"Klebsiella pneumoniae","Gentamicin",6,3,"GEARS","European Region"
"Croatia",2018,"Klebsiella pneumoniae","Levofloxacin",6,3,"GEARS","European Region"
"Croatia",2018,"Klebsiella pneumoniae","Meropenem",6,0,"GEARS","European Region"
"Croatia",2019,"Escherichia coli","Ceftazidime",19,1,"GEARS","European Region"
"Croatia",2019,"Escherichia coli","Cefepime",19,1,"GEARS","European Region"
"Croatia",2019,"Escherichia coli","Gentamicin",19,1,"GEARS","European Region"
"Croatia",2019,"Escherichia coli","Levofloxacin",19,5,"GEARS","European Region"
"Croatia",2019,"Escherichia coli","Meropenem",19,0,"GEARS","European Region"
"Croatia",2019,"Klebsiella pneumoniae","Ceftazidime",22,11,"GEARS","European Region"
"Croatia",2019,"Klebsiella pneumoniae","Cefepime",22,10,"GEARS","European Region"
"Croatia",2019,"Klebsiella pneumoniae","Gentamicin",22,4,"GEARS","European Region"
"Croatia",2019,"Klebsiella pneumoniae","Levofloxacin",22,6,"GEARS","European Region"
"Croatia",2019,"Klebsiella pneumoniae","Meropenem",22,1,"GEARS","European Region"
"Croatia",2020,"Escherichia coli","Ceftazidime",8,2,"GEARS","European Region"
"Croatia",2020,"Escherichia coli","Cefepime",8,2,"GEARS","European Region"
"Croatia",2020,"Escherichia coli","Gentamicin",8,2,"GEARS","European Region"
"Croatia",2020,"Escherichia coli","Levofloxacin",8,2,"GEARS","European Region"
"Croatia",2020,"Escherichia coli","Meropenem",8,0,"GEARS","European Region"
"Croatia",2020,"Klebsiella pneumoniae","Ceftazidime",15,10,"GEARS","European Region"
"Croatia",2020,"Klebsiella pneumoniae","Cefepime",15,10,"GEARS","European Region"
"Croatia",2020,"Klebsiella pneumoniae","Gentamicin",15,10,"GEARS","European Region"
"Croatia",2020,"Klebsiella pneumoniae","Levofloxacin",15,8,"GEARS","European Region"
"Croatia",2020,"Klebsiella pneumoniae","Meropenem",15,1,"GEARS","European Region"
"Czech Republic",2018,"Escherichia coli","Ceftazidime",8,0,"GEARS","European Region"
"Czech Republic",2018,"Escherichia coli","Cefepime",8,0,"GEARS","European Region"
"Czech Republic",2018,"Escherichia coli","Gentamicin",8,0,"GEARS","European Region"
"Czech Republic",2018,"Escherichia coli","Levofloxacin",8,3,"GEARS","European Region"
"Czech Republic",2018,"Escherichia coli","Meropenem",8,0,"GEARS","European Region"
"Czech Republic",2018,"Klebsiella pneumoniae","Ceftazidime",22,14,"GEARS","European Region"
"Czech Republic",2018,"Klebsiella pneumoniae","Cefepime",22,10,"GEARS","European Region"
"Czech Republic",2018,"Klebsiella pneumoniae","Gentamicin",22,12,"GEARS","European Region"
"Czech Republic",2018,"Klebsiella pneumoniae","Levofloxacin",22,2,"GEARS","European Region"
"Czech Republic",2018,"Klebsiella pneumoniae","Meropenem",22,0,"GEARS","European Region"
"Czech Republic",2019,"Escherichia coli","Ceftazidime",21,0,"GEARS","European Region"
"Czech Republic",2019,"Escherichia coli","Cefepime",21,0,"GEARS","European Region"
"Czech Republic",2019,"Escherichia coli","Gentamicin",21,1,"GEARS","European Region"
"Czech Republic",2019,"Escherichia coli","Levofloxacin",21,1,"GEARS","European Region"
